Symbol,Security Name,Exchange
PMD,Psychemedics Corporation - Common Stock,NASDAQ
PME,Pingtan Marine Enterprise Ltd. - Ordinary Shares,NASDAQ
PMGMU,Priveterra Acquisition Corp. - Units,NASDAQ
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",NASDAQ
PNBK,Patriot National Bancorp Inc. - Common Stock,NASDAQ
PNFP,"Pinnacle Financial Partners, Inc. - Common Stock",NASDAQ
PNFPP,"Pinnacle Financial Partners, Inc. - Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ
PNNT,PennantPark Investment Corporation - common stock,NASDAQ
PNNTG,PennantPark Investment Corporation - 5.50% Notes Due 2024,NASDAQ
PNQI,Invesco Nasdaq Internet ETF,NASDAQ
PNRG,PrimeEnergy Resources Corporation - Common Stock,NASDAQ
PNTG,"The Pennant Group, Inc. - Common Stock",NASDAQ
POAI,Predictive Oncology Inc. - Common Stock,NASDAQ
PODD,Insulet Corporation - Common Stock,NASDAQ
POLA,"Polar Power, Inc. - Common Stock",NASDAQ
POOL,Pool Corporation - Common Stock,NASDAQ
POSH,"Poshmark, Inc. - Class A Common Stock",NASDAQ
POTX,Global X Cannabis ETF,NASDAQ
POWI,"Power Integrations, Inc. - Common Stock",NASDAQ
POWL,"Powell Industries, Inc. - Common Stock",NASDAQ
POWRU,Powered Brands - Units,NASDAQ
POWW,"AMMO, Inc. - Common Stock",NASDAQ
PPBI,Pacific Premier Bancorp Inc - Common Stock,NASDAQ
PPBT,Purple Biotech Ltd. - American Depositary Shares,NASDAQ
PPC,Pilgrim's Pride Corporation - Common Stock,NASDAQ
PPD,"PPD, Inc. - Common Stock",NASDAQ
PPGHU,Poema Global Holdings Corp. - Unit,NASDAQ
PPH,VanEck Vectors Pharmaceutical ETF,NASDAQ
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",NASDAQ
PPSI,"Pioneer Power Solutions, Inc. - Common Stock",NASDAQ
PPTA,Perpetua Resources Corp. - Common Shares,NASDAQ
PRAA,"PRA Group, Inc. - Common Stock",NASDAQ
PRAH,"PRA Health Sciences, Inc. - Common Stock",NASDAQ
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",NASDAQ
PRCH,"Porch Group, Inc. - Common Stock",NASDAQ
PRCHW,"Porch Group, Inc. - Warrant",NASDAQ
PRDO,Perdoceo Education Corporation - Common Stock,NASDAQ
PRFT,"Perficient, Inc. - Common Stock",NASDAQ
PRFX,PainReform Ltd. - Ordinary Shares,NASDAQ
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,NASDAQ
PRGS,Progress Software Corporation - Common Stock,NASDAQ
PRGX,"PRGX Global, Inc. - Common Stock",NASDAQ
PRIM,Primoris Services Corporation - Common Stock,NASDAQ
PRLD,Prelude Therapeutics Incorporated - Common Stock,NASDAQ
PRN,Invesco DWA Industrials Momentum ETF,NASDAQ
PROF,Profound Medical Corp. - common stock,NASDAQ
PROG,"Progenity, Inc. - Common Stock",NASDAQ
PROV,"Provident Financial Holdings, Inc. - Common Stock",NASDAQ
PRPH,"ProPhase Labs, Inc. - Common Stock",NASDAQ
PRPL,"Purple Innovation, Inc. - Common Stock",NASDAQ
PRPO,"Precipio, Inc. - Common Stock",NASDAQ
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,NASDAQ
PRSRU,Prospector Capital Corp. - Unit,NASDAQ
PRTA,Prothena Corporation plc - Ordinary Shares,NASDAQ
PRTC,PureTech Health plc - American Depositary Shares,NASDAQ
PRTH,"Priority Technology Holdings, Inc. - Common Stock",NASDAQ
PRTK,"Paratek Pharmaceuticals, Inc.  - Common Stock",NASDAQ
PRTS,"CarParts.com, Inc. - Common Stock",NASDAQ
PRVB,"Provention Bio, Inc. - Common Stock",NASDAQ
PS,"Pluralsight, Inc. - Class A Common Stock",NASDAQ
PSAC,Property Solutions Acquisition Corp. - Common Stock,NASDAQ
PSACU,Property Solutions Acquisition Corp. - Unit,NASDAQ
PSACW,Property Solutions Acquisition Corp. - Warrant,NASDAQ
PSC,Principal U.S. Small-Cap Multi-Factor ETF,NASDAQ
PSCC,Invesco S&P SmallCap Consumer Staples ETF,NASDAQ
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,NASDAQ
PSCE,Invesco S&P SmallCap Energy ETF,NASDAQ
PSCF,Invesco S&P SmallCap Financials ETF,NASDAQ
PSCH,Invesco S&P SmallCap Health Care ETF,NASDAQ
PSCI,Invesco S&P SmallCap Industrials ETF,NASDAQ
PSCM,Invesco S&P SmallCap Materials ETF,NASDAQ
PSCT,Invesco S&P SmallCap Information Technology ETF,NASDAQ
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,NASDAQ
PSEC,Prospect Capital Corporation - Common Stock,NASDAQ
PSET,Principal Quality ETF,NASDAQ
PSHG,Performance Shipping Inc. - Common Shares,NASDAQ
PSL,Invesco DWA Consumer Staples Momentum ETF,NASDAQ
PSMT,"PriceSmart, Inc. - Common Stock",NASDAQ
PSNL,"Personalis, Inc. - Common Stock",NASDAQ
PSTI,"Pluristem Therapeutics, Inc. - Common Stock",NASDAQ
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",NASDAQ
PSTX,"Poseida Therapeutics, Inc. - Common Stock",NASDAQ
PT,Pintec Technology Holdings Limited - American Depositary Shares,NASDAQ
PTC,PTC Inc. - Common Stock,NASDAQ
PTCT,"PTC Therapeutics, Inc. - Common Stock",NASDAQ
PTE,"PolarityTE, Inc. - Common Stock",NASDAQ
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",NASDAQ
PTF,Invesco DWA Technology Momentum ETF,NASDAQ
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",NASDAQ
PTH,Invesco DWA Healthcare Momentum ETF,NASDAQ
PTIC,PropTech Investment Corporation II - Class A Common Stock,NASDAQ
PTICU,PropTech Investment Corporation II - Unit,NASDAQ
PTICW,PropTech Investment Corporation II - Warrant,NASDAQ
PTMN,Portman Ridge Finance Corporation - common stock,NASDAQ
PTNR,"Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share",NASDAQ
PTON,"Peloton Interactive, Inc. - Common Stock",NASDAQ
PTPI,"Petros Pharmaceuticals, Inc. - Common Stock",NASDAQ
PTRS,Partners Bancorp - Common Stock,NASDAQ
PTSI,"P.A.M. Transportation Services, Inc. - Common Stock",NASDAQ
PTVCA,Protective Insurance Corporation - Class A (voting) Common Stock,NASDAQ
PTVCB,Protective Insurance Corporation - Class B (nonvoting) Common Stock,NASDAQ
PTVE,Pactiv Evergreen Inc. - Common stock,NASDAQ
PUBM,"PubMatic, Inc. - Class A Common Stock",NASDAQ
PUCKU,Goal Acquisitions Corp. - Unit,NASDAQ
PUI,Invesco DWA Utilities Momentum ETF,NASDAQ
PULM,"Pulmatrix, Inc. - Common Stock",NASDAQ
PUYI,Puyi Inc. - American Depository Shares,NASDAQ
PVAC,Penn Virginia Corporation - Common Stock,NASDAQ
PVBC,"Provident Bancorp, Inc. - Common Stock",NASDAQ
PWFL,"PowerFleet, Inc. - Common Stock",NASDAQ
PWOD,"Penns Woods Bancorp, Inc. - Common Stock",NASDAQ
PXI,Invesco DWA Energy Momentum ETF,NASDAQ
PXLW,"Pixelworks, Inc. - Common Stock",NASDAQ
PXS,Pyxis Tankers Inc. - Common Stock,NASDAQ
PXSAP,Pyxis Tankers Inc. - 7.75% Series A Cumulative Convertible Preferred Shares,NASDAQ
PXSAW,Pyxis Tankers Inc. - Warrant,NASDAQ
PY,Principal Value ETF,NASDAQ
PYPD,PolyPid Ltd. - Ordinary Shares,NASDAQ
PYPL,"PayPal Holdings, Inc. - Common Stock",NASDAQ
PYZ,Invesco DWA Basic Materials Momentum ETF,NASDAQ
PZZA,"Papa John's International, Inc. - Common Stock",NASDAQ
QABA,First Trust NASDAQ ABA Community Bank Index Fund,NASDAQ
QADA,QAD Inc. - Class A Common Stock,NASDAQ
QADB,QAD Inc. - Class B Common Stock,NASDAQ
QAT,iShares MSCI Qatar ETF,NASDAQ
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,NASDAQ
QCOM,QUALCOMM Incorporated - Common Stock,NASDAQ
QCRH,"QCR Holdings, Inc. - Common Stock",NASDAQ
QDEL,Quidel Corporation - Common Stock,NASDAQ
QELL,Qell Acquisition Corp. - Class A Ordinary Shares,NASDAQ
QELLU,Qell Acquisition Corp. - Unit,NASDAQ
QELLW,Qell Acquisition Corp. - Warrant,NASDAQ
QFIN,"360 DigiTech, Inc. - American Depositary Shares",NASDAQ
QH,Quhuo Limited - American Depository Shares,NASDAQ
QIWI,QIWI plc - American Depositary Shares,NASDAQ
QK,Q&K International Group Limited - American Depositary Shares,NASDAQ
QLGN,"Qualigen Therapeutics, Inc. - Common Stock",NASDAQ
QLI,Qilian International Holding Group Ltd. - Ordinary Shares,NASDAQ
QLYS,"Qualys, Inc. - Common Stock",NASDAQ
QMCO,Quantum Corporation - Common Stock,NASDAQ
QNST,"QuinStreet, Inc. - Common Stock",NASDAQ
QQC,Simplify Growth Equity Plus Convexity ETF,NASDAQ
QQD,Simplify Growth Equity Plus Downside Convexity ETF,NASDAQ
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,NASDAQ
QQQ,"Invesco QQQ Trust, Series 1",NASDAQ
QQQJ,Invesco NASDAQ Next Gen 100 ETF,NASDAQ
QQQM,Invesco NASDAQ 100 ETF,NASDAQ
QQQN,VictoryShares Nasdaq Next 50 ETF,NASDAQ
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Shares of Beneficial Interest,NASDAQ
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,NASDAQ
QRHC,Quest Resource Holding Corporation - Common Stock,NASDAQ
QRTEA,"Qurate Retail, Inc. - Series A Common Stock",NASDAQ
QRTEB,"Qurate Retail, Inc. - Series B Common Stock",NASDAQ
QRTEP,"Qurate Retail, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock",NASDAQ
QRVO,"Qorvo, Inc. - Common Stock",NASDAQ
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,NASDAQ
QTNT,Quotient Limited - Ordinary Shares,NASDAQ
QTRX,Quanterix Corporation - Common Stock,NASDAQ
QTT,Qutoutiao Inc. - American Depositary Shares,NASDAQ
QUIK,QuickLogic Corporation - Common Stock,NASDAQ
QUMU,Qumu Corporation - Common Stock,NASDAQ
QURE,uniQure N.V. - Ordinary Shares,NASDAQ
QYLD,Global X NASDAQ-100 Covered Call ETF,NASDAQ
QYLG,Global X Nasdaq 100 Covered Call & Growth ETF,NASDAQ
RAAC,Revolution Acceleration Acquisition Corp - Class A Common Stock,NASDAQ
RAACU,Revolution Acceleration Acquisition Corp - Unit,NASDAQ
RAACW,Revolution Acceleration Acquisition Corp - Warrant,NASDAQ
RACA,Therapeutics Acquisition Corp. - Class A Common Stock,NASDAQ
RADA,RADA Electronic Industries Ltd. - Ordinary Shares,NASDAQ
RADI,"Radius Global Infrastructure, Inc. - Common Stock",NASDAQ
RAIL,"Freightcar America, Inc. - Common Stock",NASDAQ
RAND,Rand Capital Corporation - Common Stock,NASDAQ
RAPT,"RAPT Therapeutics, Inc. - Common Stock",NASDAQ
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,NASDAQ
RAVE,"Rave Restaurant Group, Inc. - Common Stock",NASDAQ
RAVN,"Raven Industries, Inc. - Common Stock",NASDAQ
RBB,RBB Bancorp - Common Stock,NASDAQ
RBBN,Ribbon Communications Inc.  - Common Stock,NASDAQ
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",NASDAQ
RBCN,"Rubicon Technology, Inc. - Common Stock",NASDAQ
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",NASDAQ
RBNC,"Reliant Bancorp, Inc. - Common Stock",NASDAQ
RCEL,"Avita Therapeutics, Inc. - Common Stock",NASDAQ
RCHG,Recharge Acquisition Corp. - Class A Common Stock,NASDAQ
RCHGU,Recharge Acquisition Corp. - Unit,NASDAQ
RCHGW,Recharge Acquisition Corp. - Warrant,NASDAQ
RCII,Rent-A-Center Inc. - Common Stock,NASDAQ
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",NASDAQ
RCKY,"Rocky Brands, Inc. - Common Stock",NASDAQ
RCLFU,"Rosecliff Acquisition Corp I - Units, consisting of one share Class A common stock and one-third redeemable warrants",NASDAQ
RCM,R1 RCM Inc. - Common Stock,NASDAQ
RCMT,"RCM Technologies, Inc. - Common Stock",NASDAQ
RCON,"Recon Technology, Ltd. - Ordinary Shares",NASDAQ
RDCM,Radcom Ltd. - Ordinary Shares,NASDAQ
RDFN,Redfin Corporation - Common Stock,NASDAQ
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,NASDAQ
RDI,Reading International Inc - Class A Non-voting Common Stock,NASDAQ
RDIB,Reading International Inc - Class B Voting Common Stock,NASDAQ
RDNT,"RadNet, Inc. - Common Stock",NASDAQ
RDUS,"Radius Health, Inc. - Common Stock",NASDAQ
RDVT,"Red Violet, Inc. - Common Stock ",NASDAQ
RDVY,First Trust Rising Dividend Achievers ETF,NASDAQ
RDWR,Radware Ltd. - Ordinary Shares,NASDAQ
REAL,"The RealReal, Inc. - Common Stock",NASDAQ
REDU,RISE Education Cayman Ltd - American Depositary Shares,NASDAQ
REED,"Reeds, Inc. - Common Stock",NASDAQ
REFR,Research Frontiers Incorporated - Common Stock,NASDAQ
REG,Regency Centers Corporation - Common Stock,NASDAQ
REGI,"Renewable Energy Group, Inc. - Common Stock",NASDAQ
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",NASDAQ
REKR,"Rekor Systems, Inc. - Common Stock",NASDAQ
RELI,"Reliance Global Group, Inc. - Common Stock",NASDAQ
RELIW,"Reliance Global Group, Inc. - Series A Warrants",NASDAQ
RELL,"Richardson Electronics, Ltd. - Common Stock",NASDAQ
REPH,"Recro Pharma, Inc. - Common Stock",NASDAQ
REPL,"Replimune Group, Inc. - Common Stock",NASDAQ
RESN,Resonant Inc. - Common Stock,NASDAQ
RETA,"Reata Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ
REYN,Reynolds Consumer Products Inc. - Common Stock,NASDAQ
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ
RFDI,First Trust RiverFront Dynamic Developed International ETF,NASDAQ
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,NASDAQ
RFEU,First Trust RiverFront Dynamic Europe ETF,NASDAQ
RFIL,"RF Industries, Ltd. - Common Stock",NASDAQ
RGCO,RGC Resources Inc. - Common Stock,NASDAQ
RGEN,Repligen Corporation - Common Stock,NASDAQ
RGLD,"Royal Gold, Inc. - Common Stock",NASDAQ
RGLS,Regulus Therapeutics Inc. - Common Stock,NASDAQ
RGNX,REGENXBIO Inc. - Common Stock,NASDAQ
RGP,"Resources Connection, Inc. - Common Stock",NASDAQ
RIBT,RiceBran Technologies - Common Stock,NASDAQ
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",NASDAQ
RIDE,Lordstown Motors Corp. - Class A Common Stock,NASDAQ
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",NASDAQ
RILY,"B. Riley Financial, Inc. - Common Stock",NASDAQ
RILYG,"B. Riley Financial, Inc. - 7.25% Senior Notes due 2027",NASDAQ
RILYH,"B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023",NASDAQ
RILYI,"B. Riley Financial, Inc. - 6.875% Senior Notes due 2023",NASDAQ
RILYL,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock",NASDAQ
RILYM,"B. Riley Financial, Inc. - 6.375% Senior Notes due 2025",NASDAQ
RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",NASDAQ
RILYO,"B. Riley Financial, Inc. - 6.75% Senior Notes due 2024",NASDAQ
RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",NASDAQ
RILYT,"B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028",NASDAQ
RILYZ,"B. Riley Financial, Inc. - 7.50% Senior Notes Due 2027",NASDAQ
RING,iShares MSCI Global Gold Miners ETF,NASDAQ
RIOT,"Riot Blockchain, Inc - Common Stock",NASDAQ
RIVE,Riverview Financial Corporation - Common Stock,NASDAQ
RKDA,"Arcadia Biosciences, Inc. - Common Stock",NASDAQ
RLAY,"Relay Therapeutics, Inc. - Common Stock",NASDAQ
RLMD,"Relmada Therapeutics, Inc. - Common Stock",NASDAQ
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",NASDAQ
RMBL,"RumbleOn, Inc. - Class B Common Stock",NASDAQ
RMBS,"Rambus, Inc. - Common Stock",NASDAQ
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",NASDAQ
RMGB,RMG Acquisition Corp. II - Class A Ordinary Shares,NASDAQ
RMGBU,RMG Acquisition Corp. II - Unit,NASDAQ
RMGBW,RMG Acquisition Corp. II - Warrant,NASDAQ
RMGCU,RMG Acquisition Corp. III - Unit,NASDAQ
RMNI,"Rimini Street, Inc. - Common Stock",NASDAQ
RMR,The RMR Group Inc. - Class A Common Stock,NASDAQ
RMRM,RMR Mortgage Trust - Common Stock,NASDAQ
RMTI,"Rockwell Medical, Inc. - Common Stock",NASDAQ
RNA,"Avidity Biosciences, Inc. - Common Stock",NASDAQ
RNDB,"Randolph Bancorp, Inc. - Common Stock",NASDAQ
RNDM,Developed International Equity Select ETF,NASDAQ
RNDV,US Equity Dividend Select ETF,NASDAQ
RNEM,Emerging Markets Equity Select ETF,NASDAQ
RNET,"RigNet, Inc. - Common Stock",NASDAQ
RNLC,Large Cap US Equity Select ETF,NASDAQ
RNLX,Renalytix AI plc - American Depositary Shares,NASDAQ
RNMC,Mid Cap US Equity Select ETF,NASDAQ
RNRG,Global X Renewable Energy Producers ETF,NASDAQ
RNSC,Small Cap US Equity Select ETF,NASDAQ
RNST,Renasant Corporation - Common Stock,NASDAQ
RNWK,"RealNetworks, Inc. - Common Stock",NASDAQ
ROAD,"Construction Partners, Inc. - Common Stock",NASDAQ
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,NASDAQ
ROCC,Roth CH Acquisition II Co. - Common Stock,NASDAQ
ROCCU,Roth CH Acquisition II Co. - Unit,NASDAQ
ROCCW,Roth CH Acquisition II Co. - Warrant,NASDAQ
ROCH,Roth CH Acquisition I Co. - Common Stock,NASDAQ
ROCHU,Roth CH Acquisition I Co. - Unit,NASDAQ
ROCHW,Roth CH Acquisition I Co. - Warrant,NASDAQ
ROCK,"Gibraltar Industries, Inc. - Common Stock",NASDAQ
ROIC,Retail Opportunity Investments Corp. - Common Stock,NASDAQ
ROKU,"Roku, Inc. - Class A Common Stock",NASDAQ
ROLL,RBC Bearings Incorporated - Common Stock,NASDAQ
ROOT,"Root, Inc. - common stock",NASDAQ
ROST,"Ross Stores, Inc. - Common Stock",NASDAQ
RP,"RealPage, Inc. - Common Stock",NASDAQ
RPAY,Repay Holdings Corporation - Class A Common Stock,NASDAQ
RPD,"Rapid7, Inc. - Common Stock",NASDAQ
RPRX,Royalty Pharma plc - Class A Ordinary Shares,NASDAQ
RPTX,Repare Therapeutics Inc. - Common Shares,NASDAQ
RRBI,"Red River Bancshares, Inc. - Common Stock",NASDAQ
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",NASDAQ
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",NASDAQ
RSSS,"Research Solutions, Inc - Common Stock",NASDAQ
RSVA,Rodgers Silicon Valley Acquisition Corp. - Common Stock,NASDAQ
RSVAU,Rodgers Silicon Valley Acquisition Corp. - Unit,NASDAQ
RSVAW,Rodgers Silicon Valley Acquisition Corp. - Warrant,NASDAQ
RTH,VanEck Vectors Retail ETF,NASDAQ
RTLR,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,NASDAQ
RUBY,"Rubius Therapeutics, Inc. - Common Stock",NASDAQ
RUHN,Ruhnn Holding Limited - American Depositary Shares,NASDAQ
RUN,Sunrun Inc. - Common Stock,NASDAQ
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",NASDAQ
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",NASDAQ
RUTH,"Ruth's Hospitality Group, Inc. - Common Stock",NASDAQ
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ
RVNC,"Revance Therapeutics, Inc. - Common Stock",NASDAQ
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. - Warrants",NASDAQ
RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ
RWLK,ReWalk Robotics Ltd. - Ordinary Shares,NASDAQ
RXT,"Rackspace Technology, Inc. - Common Stock",NASDAQ
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",NASDAQ
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",NASDAQ
SABR,Sabre Corporation - Common Stock,NASDAQ
SABRP,Sabre Corporation - 6.50% Series A Mandatory Convertible Preferred Stock,NASDAQ
SAFM,"Sanderson Farms, Inc. - Common Stock",NASDAQ
SAFT,"Safety Insurance Group, Inc. - Common Stock",NASDAQ
SAGE,"Sage Therapeutics, Inc. - Common Stock",NASDAQ
SAIA,"Saia, Inc. - Common Stock",NASDAQ
SAII,Software Acquisition Group Inc. II - Class A Common Stock,NASDAQ
SAIIU,Software Acquisition Group Inc. II - Unit,NASDAQ
SAIIW,Software Acquisition Group Inc. II - Warrant,NASDAQ
SAL,"Salisbury Bancorp, Inc. - Common Stock",NASDAQ
SALM,"Salem Media Group, Inc. - Class A Common Stock",NASDAQ
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,NASDAQ
SANA,"Sana Biotechnology, Inc. - Common Stock",NASDAQ
SANM,Sanmina Corporation - Common Stock,NASDAQ
SANW,S&W Seed Company - Common Stock,NASDAQ
SASR,"Sandy Spring Bancorp, Inc. - Common Stock",NASDAQ
SATS,EchoStar Corporation - Common stock,NASDAQ
SAVA,"Cassava Sciences, Inc. - Common Stock",NASDAQ
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ
SBBP,Strongbridge Biopharma plc - Ordinary Shares,NASDAQ
SBCF,Seacoast Banking Corporation of Florida - Common Stock,NASDAQ
SBFG,"SB Financial Group, Inc. - Common Stock",NASDAQ
SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",NASDAQ
SBLK,Star Bulk Carriers Corp. - Common Shares,NASDAQ
SBLKZ,Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022,NASDAQ
SBNY,Signature Bank - Common Stock,NASDAQ
SBNYP,"Signature Bank - Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock",NASDAQ
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ
SBSI,"Southside Bancshares, Inc. - Common Stock",NASDAQ
SBT,"Sterling Bancorp, Inc. - Common Stock",NASDAQ
SBTX,"Silverback Therapeutics, Inc. - Common Stock",NASDAQ
SBUX,Starbucks Corporation - Common Stock,NASDAQ
SCHL,Scholastic Corporation - Common Stock,NASDAQ
SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",NASDAQ
SCKT,"Socket Mobile, Inc. - Common Stock",NASDAQ
SCLEU,Broadscale Acquisition Corp. - Units,NASDAQ
SCOA,ScION Tech Growth I - Class A Ordinary Shares,NASDAQ
SCOAU,ScION Tech Growth I - Unit,NASDAQ
SCOAW,ScION Tech Growth I - Warrant,NASDAQ
SCOBU,ScION Tech Growth II - Units,NASDAQ
SCOR,"comScore, Inc. - Common Stock",NASDAQ
SCPH,scPharmaceuticals Inc. - Common Stock,NASDAQ
SCPL,SciPlay Corporation - Class A Common Stock,NASDAQ
SCPS,Scopus BioPharma Inc. - Common Stock,NASDAQ
SCSC,"ScanSource, Inc. - Common Stock",NASDAQ
SCVL,"Shoe Carnival, Inc. - Common Stock",NASDAQ
SCWX,SecureWorks Corp. - Class A Common Stock,NASDAQ
SCYX,"SCYNEXIS, Inc. - Common Stock",NASDAQ
SCZ,iShares MSCI EAFE Small-Cap ETF,NASDAQ
SDACU,Sustainable Development Acquisition I Corp. - Unit,NASDAQ
SDC,"SmileDirectClub, Inc. - Common Stock",NASDAQ
SDG,iShares MSCI Global Impact ETF,NASDAQ
SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ
SDH,"Global Internet of People, Inc. - Ordinary Shares",NASDAQ
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ
SEAC,"SeaChange International, Inc. - Common Stock",NASDAQ
SECO,Secoo Holding Limited - American Depositary Shares,NASDAQ
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ
SEED,Origin Agritech Limited - Common Stock,NASDAQ
SEEL,"Seelos Therapeutics, Inc. - Common Stock",NASDAQ
SEER,"Seer, Inc. - Class A Common Stock",NASDAQ
SEIC,SEI Investments Company - Common Stock,NASDAQ
SELB,"Selecta Biosciences, Inc. - Common Stock",NASDAQ
SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ
SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ
SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ
SESN,"Sesen Bio, Inc. - Common Stock",NASDAQ
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ
SFBS,"ServisFirst Bancshares, Inc. - Common Stock",NASDAQ
SFET,Safe-T Group Ltd. - American Depositary Shares,NASDAQ
SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ
